payment_mode,product_category,seller_tier,delivery_zone,time_slot,order_value,delivery_attempts,customer_rating,days_to_deliver,address_quality_score,is_repeat_customer,holiday_season,seller_rating,pincode_density,rto
UPI,Sports,Bronze,Tier2,Evening,1131.49,2,5,4,0.87,1,0,4.7,Low,0
COD,Electronics,Silver,Metro,Evening,418.64,2,4,4,0.79,1,1,4.4,Low,0
COD,Beauty,Silver,Tier1,Morning,1515.59,1,4,6,0.74,0,1,3.5,Medium,0
COD,Sports,Silver,Rural,Afternoon,1829.74,1,4,3,0.47,0,0,4.0,Low,0
Prepaid,Electronics,Silver,Metro,Evening,1868.29,1,4,4,0.99,1,0,4.1,High,0
COD,Fashion,Bronze,Tier2,Evening,645.44,1,2,8,0.25,0,0,4.0,Low,0
Prepaid,Toys,Silver,Tier2,Evening,1390.9,2,5,5,0.44,0,0,4.1,Medium,0
Prepaid,Electronics,Gold,Rural,Afternoon,3641.37,1,4,4,0.31,1,0,4.1,Low,0
COD,Fashion,Bronze,Rural,Evening,552.84,1,3,5,0.39,1,0,4.2,Medium,0
Prepaid,Home,Gold,Tier1,Evening,2709.72,1,5,4,0.56,0,1,4.2,Medium,0
COD,Electronics,Silver,Tier2,Afternoon,1194.55,2,5,4,0.69,0,1,4.0,High,1
COD,Electronics,Silver,Tier2,Afternoon,1167.76,1,5,4,0.28,0,0,3.1,High,0
UPI,Books,Gold,Tier1,Evening,1797.21,1,2,5,0.66,1,0,3.8,Medium,0
COD,Toys,Bronze,Metro,Morning,1796.74,1,1,7,0.82,0,0,3.7,High,0
COD,Toys,Bronze,Tier1,Morning,791.89,1,4,4,0.94,0,0,4.3,High,0
Prepaid,Sports,Bronze,Metro,Afternoon,1188.6,3,3,9,0.37,0,0,4.7,High,1
UPI,Home,Gold,Tier2,Evening,858.1,2,5,4,0.91,1,0,4.7,Low,0
COD,Books,Silver,Rural,Afternoon,961.94,2,4,5,0.9,1,1,3.1,High,1
Prepaid,Sports,Silver,Rural,Afternoon,1391.0,1,3,3,0.43,1,0,3.7,Low,1
COD,Fashion,Bronze,Metro,Morning,2745.39,1,4,5,0.75,1,0,4.7,Medium,1
COD,Sports,Gold,Metro,Afternoon,1257.53,1,4,4,0.75,0,1,4.0,Medium,1
Prepaid,Fashion,Silver,Tier2,Afternoon,1111.98,1,3,4,0.96,1,0,4.3,High,0
Prepaid,Home,Bronze,Tier1,Evening,635.12,1,2,3,0.38,1,0,4.4,High,1
Prepaid,Toys,Bronze,Tier2,Evening,1282.41,1,5,2,0.27,0,0,2.7,High,0
Prepaid,Fashion,Bronze,Tier2,Afternoon,1865.38,1,5,3,0.65,1,0,3.5,Low,1
Card,Home,Bronze,Tier2,Afternoon,1855.94,1,2,4,0.41,1,0,3.8,Medium,0
Prepaid,Sports,Silver,Metro,Evening,1539.0,1,1,1,0.39,1,0,5.0,Low,0
COD,Fashion,Silver,Metro,Morning,921.61,1,3,3,0.94,1,0,4.7,Medium,0
UPI,Beauty,Gold,Metro,Evening,1813.01,2,4,3,0.78,1,0,4.9,Low,1
COD,Electronics,Gold,Tier1,Evening,1597.55,1,5,3,0.74,1,0,4.3,High,0
COD,Sports,Silver,Rural,Evening,1658.48,2,2,2,0.96,1,0,3.7,High,0
COD,Toys,Gold,Metro,Evening,2351.68,2,4,3,0.26,0,1,5.0,High,0
COD,Sports,Bronze,Metro,Evening,1828.28,1,2,8,0.67,1,0,4.0,Low,1
Card,Beauty,Gold,Tier2,Morning,2287.52,2,1,6,0.59,0,0,3.9,Low,0
UPI,Home,Silver,Tier1,Evening,1751.71,1,4,7,0.44,0,1,5.0,Medium,0
Prepaid,Home,Bronze,Rural,Evening,1386.98,1,2,7,0.67,1,0,3.9,Medium,0
COD,Sports,Silver,Metro,Morning,585.48,1,4,4,0.84,1,1,3.0,Low,1
COD,Beauty,Bronze,Rural,Afternoon,1446.21,2,4,4,0.65,1,0,3.5,Medium,1
COD,Sports,Bronze,Rural,Morning,1328.19,1,3,5,0.34,0,0,3.8,High,0
COD,Electronics,Bronze,Rural,Evening,464.56,3,5,7,0.65,1,0,4.6,Low,1
Prepaid,Electronics,Silver,Metro,Afternoon,4428.24,1,4,5,0.36,0,1,3.7,High,1
Prepaid,Books,Bronze,Tier1,Morning,3216.06,2,4,4,0.32,0,0,4.1,Medium,1
Prepaid,Fashion,Gold,Tier2,Afternoon,1835.56,2,3,4,0.64,1,0,4.8,Low,0
COD,Books,Bronze,Tier2,Morning,919.26,2,4,4,0.28,0,0,4.4,High,1
Card,Electronics,Gold,Tier2,Morning,1277.29,2,4,4,0.5,1,0,3.8,High,0
Prepaid,Beauty,Gold,Tier1,Afternoon,937.39,1,4,2,0.72,0,0,3.5,Medium,0
Prepaid,Fashion,Bronze,Tier1,Afternoon,1932.2,1,2,3,0.67,1,0,4.1,High,0
Prepaid,Beauty,Silver,Rural,Afternoon,1339.17,1,2,2,0.59,1,1,5.0,Medium,1
COD,Books,Bronze,Metro,Afternoon,565.98,1,1,4,0.39,0,1,4.1,Low,1
COD,Home,Silver,Metro,Evening,1560.32,1,3,3,0.44,0,0,3.0,High,0
COD,Beauty,Bronze,Metro,Morning,1024.69,2,4,4,0.38,1,0,3.0,Medium,1
UPI,Books,Bronze,Tier2,Evening,2970.72,1,3,9,0.62,1,0,2.7,High,0
COD,Books,Silver,Metro,Morning,515.55,1,4,5,0.91,1,0,2.9,Medium,1
COD,Books,Silver,Tier1,Evening,526.85,1,4,2,0.87,0,0,4.7,Low,1
COD,Home,Silver,Tier1,Evening,12831.65,2,2,6,0.84,1,0,3.3,Medium,0
COD,Home,Bronze,Metro,Morning,549.01,1,4,4,0.43,0,1,2.7,High,0
UPI,Sports,Silver,Tier2,Evening,1451.08,2,3,6,0.58,1,0,4.2,Medium,1
Prepaid,Home,Silver,Metro,Afternoon,3383.64,3,3,5,0.51,0,0,2.6,Medium,0
Prepaid,Fashion,Silver,Tier1,Afternoon,3880.52,2,4,4,0.62,0,0,2.6,High,0
COD,Home,Silver,Tier2,Evening,632.62,1,4,5,0.56,1,0,3.3,High,0
Prepaid,Home,Gold,Tier1,Evening,2657.28,1,3,8,0.57,1,0,2.5,High,0
Prepaid,Home,Silver,Metro,Morning,3919.86,2,4,4,0.25,0,0,3.8,High,0
COD,Beauty,Bronze,Rural,Morning,1364.67,2,1,2,0.36,0,0,4.2,Low,1
COD,Home,Silver,Rural,Evening,473.43,1,2,4,0.5,0,0,3.0,High,0
COD,Fashion,Silver,Tier1,Morning,864.89,1,4,1,0.39,0,0,4.0,Low,1
Prepaid,Books,Silver,Tier1,Afternoon,1536.91,1,1,4,0.9,1,0,3.6,Low,1
Prepaid,Beauty,Silver,Tier1,Afternoon,319.11,2,3,3,0.92,1,0,4.7,Medium,0
COD,Electronics,Bronze,Rural,Afternoon,726.33,1,4,5,0.75,0,0,3.8,Medium,0
COD,Home,Silver,Tier2,Morning,592.86,3,3,4,0.96,0,0,3.4,Low,0
Prepaid,Sports,Gold,Metro,Morning,1064.31,1,5,4,0.29,0,0,3.8,High,0
Prepaid,Sports,Gold,Rural,Morning,3589.38,1,4,7,0.48,0,0,3.1,Medium,0
UPI,Books,Bronze,Tier1,Morning,1600.33,1,4,4,0.99,1,0,3.5,Low,0
Prepaid,Books,Bronze,Tier1,Evening,2487.58,1,5,10,0.72,1,0,3.8,Low,0
COD,Beauty,Silver,Tier1,Evening,1266.75,1,4,2,0.96,1,1,4.3,Low,0
COD,Sports,Gold,Metro,Evening,1149.32,1,4,6,0.37,1,0,2.9,High,0
Prepaid,Electronics,Silver,Rural,Evening,2826.1,2,5,4,0.56,1,0,4.4,Medium,1
COD,Toys,Bronze,Tier2,Afternoon,977.16,3,3,6,0.41,0,1,2.7,Low,0
Prepaid,Sports,Silver,Metro,Morning,2011.96,2,5,4,0.92,1,0,2.6,High,0
Card,Sports,Bronze,Tier1,Afternoon,1342.49,2,5,4,0.71,0,1,4.6,Medium,1
Prepaid,Fashion,Bronze,Tier2,Morning,1666.03,1,1,4,0.74,1,1,2.7,Medium,0
COD,Toys,Bronze,Metro,Evening,2575.36,1,4,3,0.68,1,1,4.7,Low,1
Prepaid,Books,Silver,Tier1,Afternoon,2643.38,2,2,2,0.83,1,1,4.9,High,0
Prepaid,Toys,Silver,Tier2,Morning,1836.71,2,5,5,0.61,0,1,4.2,High,0
Prepaid,Sports,Bronze,Metro,Evening,2468.44,2,3,1,0.89,0,1,3.7,Medium,0
Card,Books,Silver,Tier1,Morning,1542.34,1,3,5,0.23,0,0,3.9,High,0
COD,Toys,Silver,Metro,Morning,1571.46,2,5,3,0.84,1,1,3.7,High,0
Card,Books,Gold,Tier1,Evening,1749.89,1,4,4,0.21,1,0,3.4,High,0
Card,Books,Silver,Tier2,Afternoon,2158.84,2,5,5,0.46,1,0,3.7,Medium,0
COD,Beauty,Silver,Metro,Morning,1461.45,2,4,3,0.56,0,0,3.2,Medium,1
COD,Electronics,Silver,Tier2,Evening,599.04,1,5,5,0.64,0,0,3.0,High,0
COD,Books,Gold,Tier1,Morning,753.66,1,5,4,0.92,1,0,3.3,Medium,0
COD,Fashion,Silver,Tier2,Morning,824.37,1,1,4,0.92,0,1,2.5,Low,1
COD,Sports,Gold,Tier1,Morning,1430.41,1,4,5,0.86,0,0,3.6,Low,0
Prepaid,Sports,Bronze,Tier2,Afternoon,2241.23,1,5,4,0.99,0,0,2.6,Low,1
COD,Fashion,Silver,Tier2,Afternoon,766.45,1,5,3,0.44,1,0,2.9,Medium,0
COD,Home,Bronze,Tier2,Afternoon,2008.68,1,3,2,0.79,1,0,3.5,High,0
UPI,Books,Bronze,Tier2,Afternoon,1042.96,1,5,4,0.25,0,0,4.2,Low,1
COD,Books,Bronze,Metro,Evening,842.49,2,3,8,0.46,0,0,3.9,High,0
UPI,Books,Bronze,Rural,Afternoon,6798.54,3,5,6,0.46,1,0,3.3,High,0
COD,Toys,Silver,Tier2,Morning,1947.14,3,2,2,0.41,1,0,2.7,High,1
COD,Books,Gold,Tier2,Evening,856.54,1,5,3,0.98,0,0,3.5,Low,1
Prepaid,Books,Bronze,Rural,Morning,2959.29,2,2,5,0.96,1,0,4.8,Medium,0
Prepaid,Fashion,Silver,Tier1,Afternoon,2336.42,1,3,1,0.51,1,0,2.9,High,0
UPI,Electronics,Silver,Metro,Morning,1287.4,3,4,4,0.5,0,0,4.7,Low,1
Prepaid,Electronics,Silver,Tier2,Morning,2549.12,3,3,9,0.59,1,0,4.4,High,0
UPI,Home,Bronze,Rural,Morning,1397.98,3,4,4,0.54,0,0,3.9,Medium,0
COD,Fashion,Silver,Metro,Morning,985.38,1,2,7,0.44,1,0,3.6,Low,1
COD,Books,Silver,Tier2,Afternoon,772.79,1,4,2,0.41,1,0,4.1,Low,0
UPI,Electronics,Bronze,Tier2,Morning,3103.87,2,4,1,0.94,0,1,4.4,Medium,0
UPI,Beauty,Bronze,Rural,Morning,2094.94,1,3,3,0.36,1,1,4.4,Low,0
Card,Beauty,Gold,Metro,Morning,1562.69,3,3,4,0.52,0,0,4.2,Medium,1
COD,Beauty,Bronze,Metro,Morning,1040.67,2,5,6,0.75,1,0,3.4,Medium,1
COD,Books,Silver,Metro,Afternoon,704.06,1,2,3,0.98,1,1,2.6,High,0
UPI,Books,Bronze,Tier2,Morning,2109.45,2,4,3,0.77,1,0,3.7,High,0
COD,Home,Silver,Rural,Evening,1451.8,1,3,4,0.63,0,1,2.9,Low,1
Card,Sports,Silver,Tier2,Evening,2116.74,2,4,3,0.57,1,0,3.6,High,0
UPI,Home,Bronze,Rural,Morning,1200.04,1,5,1,0.72,1,0,3.6,Medium,1
COD,Home,Silver,Tier2,Morning,1151.05,1,5,3,0.75,1,1,3.8,Medium,0
UPI,Toys,Gold,Tier2,Afternoon,2644.28,2,3,3,0.99,0,0,4.8,Medium,0
UPI,Beauty,Bronze,Metro,Evening,1365.45,1,1,4,0.48,1,1,4.1,Medium,1
COD,Books,Silver,Tier1,Afternoon,1481.22,1,3,2,0.37,1,0,2.6,Low,0
Card,Beauty,Bronze,Metro,Morning,866.85,2,5,5,0.54,1,0,4.3,High,0
Prepaid,Home,Silver,Tier1,Evening,1138.58,2,5,3,0.4,0,0,4.2,High,0
UPI,Books,Gold,Metro,Evening,1699.99,1,3,3,0.24,1,0,4.5,High,0
COD,Fashion,Bronze,Metro,Afternoon,4495.55,1,3,3,0.97,0,1,3.4,High,0
UPI,Electronics,Silver,Tier1,Morning,2906.52,1,4,4,0.25,1,1,4.8,Medium,0
COD,Electronics,Gold,Tier1,Evening,946.29,1,3,7,0.59,1,0,4.2,High,0
COD,Home,Silver,Metro,Afternoon,442.16,1,5,5,0.58,1,0,2.9,High,0
Card,Sports,Bronze,Tier2,Evening,2635.04,3,5,3,0.35,0,1,4.2,High,1
COD,Beauty,Silver,Tier2,Morning,505.17,1,3,5,0.66,1,0,3.6,Low,1
COD,Fashion,Silver,Tier2,Morning,1203.69,2,5,3,0.86,1,1,3.5,High,0
Card,Books,Silver,Tier2,Morning,2707.05,1,5,3,0.9,1,0,2.7,High,0
Card,Sports,Gold,Tier2,Afternoon,1873.65,1,5,4,0.49,0,1,4.2,High,0
Prepaid,Beauty,Gold,Rural,Morning,3744.74,1,5,5,0.36,1,0,3.4,Low,1
Prepaid,Home,Bronze,Metro,Afternoon,1131.29,2,4,4,0.61,0,1,3.9,High,0
COD,Beauty,Bronze,Metro,Evening,3784.96,2,1,4,0.3,1,0,4.7,High,1
COD,Home,Gold,Metro,Morning,1703.87,1,5,5,0.88,1,0,3.4,High,0
COD,Toys,Silver,Tier2,Afternoon,710.41,1,5,8,0.57,1,0,3.0,Medium,1
Prepaid,Electronics,Bronze,Tier1,Afternoon,1171.97,2,5,7,0.91,1,0,3.9,Medium,0
UPI,Sports,Gold,Tier1,Afternoon,1943.74,1,4,4,0.23,1,0,5.0,Low,0
UPI,Electronics,Gold,Metro,Morning,2799.89,1,2,5,0.88,1,0,3.6,High,0
UPI,Beauty,Bronze,Tier2,Afternoon,2665.28,1,3,4,0.41,1,0,3.7,High,0
COD,Fashion,Bronze,Tier2,Morning,1763.64,1,4,8,0.96,1,1,2.5,High,0
Prepaid,Books,Gold,Metro,Morning,2724.81,1,4,2,0.26,1,1,3.4,High,0
COD,Home,Silver,Tier1,Evening,2105.68,1,4,3,0.87,1,0,4.9,Medium,0
Prepaid,Books,Gold,Rural,Evening,1556.41,1,4,3,0.63,1,0,3.6,High,1
COD,Electronics,Silver,Tier2,Morning,1048.38,1,5,3,0.36,1,0,2.7,High,0
UPI,Fashion,Bronze,Metro,Evening,2811.07,2,4,3,0.54,1,0,4.4,High,0
COD,Fashion,Silver,Rural,Afternoon,1991.73,1,4,5,0.44,1,0,4.7,Medium,1
COD,Books,Silver,Metro,Morning,2602.6,1,4,7,0.39,0,0,4.3,Low,0
COD,Electronics,Silver,Tier1,Evening,1781.6,2,5,2,0.7,1,0,3.2,High,1
UPI,Books,Gold,Metro,Afternoon,2210.57,1,3,6,0.74,1,1,3.3,High,0
Prepaid,Beauty,Gold,Rural,Morning,4547.28,1,4,3,0.29,0,0,4.1,Low,1
COD,Fashion,Bronze,Metro,Afternoon,2452.26,1,4,4,0.78,1,1,4.3,Medium,0
COD,Fashion,Silver,Metro,Morning,601.62,2,4,5,0.59,0,1,4.4,High,0
Prepaid,Beauty,Silver,Rural,Evening,2329.37,1,2,4,0.62,1,1,4.7,High,0
COD,Electronics,Silver,Tier2,Afternoon,2102.26,1,4,2,0.79,0,1,4.1,Low,0
UPI,Fashion,Bronze,Tier2,Evening,1888.6,3,3,4,0.55,0,0,3.9,Medium,0
Prepaid,Sports,Silver,Metro,Afternoon,1636.66,1,5,2,0.67,0,1,3.6,Low,0
COD,Toys,Silver,Tier1,Afternoon,1481.7,1,4,1,0.61,1,1,4.7,Medium,1
COD,Toys,Silver,Rural,Afternoon,1873.05,2,5,3,0.29,1,0,3.4,High,1
Card,Toys,Silver,Tier2,Afternoon,2091.06,2,1,3,0.54,1,0,3.2,High,0
COD,Home,Bronze,Tier2,Evening,2581.23,3,4,5,0.87,0,0,4.6,High,0
COD,Sports,Silver,Rural,Afternoon,3767.59,3,2,4,0.22,0,0,3.5,Medium,0
UPI,Home,Bronze,Tier2,Evening,3481.9,1,4,4,0.23,1,1,4.7,Low,1
Card,Electronics,Bronze,Tier1,Afternoon,1846.86,1,5,4,0.94,1,0,4.2,Low,0
Card,Beauty,Bronze,Tier1,Morning,2653.08,3,5,1,0.86,0,1,4.8,Medium,1
UPI,Books,Silver,Metro,Morning,1461.68,3,5,3,0.2,1,1,2.8,High,0
COD,Sports,Gold,Tier1,Afternoon,1181.23,1,2,4,0.95,0,1,2.9,High,0
COD,Electronics,Silver,Rural,Morning,1454.78,1,3,3,0.44,1,0,4.9,Low,0
UPI,Books,Gold,Tier1,Afternoon,1715.66,2,4,4,0.56,0,0,4.5,High,0
Prepaid,Electronics,Bronze,Rural,Evening,1010.28,1,3,4,0.39,0,1,3.9,Low,0
COD,Home,Bronze,Tier2,Morning,704.87,3,1,4,0.34,0,1,4.6,Low,1
Card,Toys,Bronze,Rural,Afternoon,1688.61,2,5,3,0.3,0,0,4.3,Low,0
COD,Beauty,Silver,Rural,Afternoon,1615.77,3,3,5,0.76,1,0,3.7,High,1
Prepaid,Home,Gold,Tier2,Evening,1427.01,1,4,6,0.21,1,0,4.3,High,0
COD,Beauty,Silver,Rural,Evening,506.02,3,3,2,0.51,1,1,3.5,Medium,0
Prepaid,Sports,Bronze,Tier2,Afternoon,3303.43,2,3,3,0.56,1,0,4.9,High,0
COD,Books,Silver,Tier2,Afternoon,1925.48,1,5,3,0.43,1,1,3.7,High,0
COD,Electronics,Gold,Tier2,Afternoon,1209.35,1,3,2,0.4,1,0,2.8,Medium,0
COD,Fashion,Silver,Tier2,Afternoon,1873.17,1,4,5,0.69,1,0,3.4,Low,1
Prepaid,Fashion,Bronze,Tier1,Afternoon,1914.12,2,4,3,0.86,1,0,4.0,Medium,1
Prepaid,Beauty,Bronze,Tier1,Afternoon,3073.04,1,3,7,0.6,1,1,3.5,Medium,0
Prepaid,Toys,Bronze,Metro,Evening,1215.21,1,4,2,0.77,0,0,4.9,Medium,0
Card,Toys,Bronze,Metro,Morning,1061.24,3,4,5,0.78,1,0,4.9,High,0
COD,Beauty,Silver,Tier1,Afternoon,1173.5,2,5,5,0.93,0,0,4.0,Medium,1
COD,Home,Gold,Rural,Afternoon,1397.75,2,4,4,0.79,0,1,2.5,Medium,0
UPI,Fashion,Silver,Tier2,Evening,3394.63,2,4,4,0.42,0,0,3.6,Medium,0
COD,Home,Silver,Metro,Morning,606.99,2,3,3,0.35,1,0,4.1,Low,0
Card,Books,Bronze,Tier2,Evening,1196.1,3,3,1,0.93,1,0,4.8,Low,0
COD,Fashion,Silver,Rural,Evening,825.09,2,1,8,0.81,0,0,3.0,Medium,0
Card,Books,Gold,Tier2,Afternoon,1644.06,1,3,1,0.7,1,0,2.7,Medium,0
COD,Electronics,Silver,Tier2,Afternoon,881.76,1,2,4,0.96,1,0,4.2,Medium,1
UPI,Home,Gold,Metro,Evening,2415.51,2,5,6,0.74,0,0,3.1,Low,0
Prepaid,Beauty,Silver,Tier1,Afternoon,9772.5,1,1,1,0.71,0,0,4.7,Medium,0
Card,Fashion,Silver,Tier2,Afternoon,1894.36,1,3,4,0.9,1,0,4.7,Medium,0
COD,Home,Silver,Metro,Afternoon,1188.76,3,3,3,0.83,1,1,3.9,High,0
Prepaid,Beauty,Silver,Metro,Morning,2638.14,2,4,3,0.44,0,0,3.7,High,1
Card,Electronics,Silver,Rural,Morning,2888.72,1,3,3,0.6,1,0,2.6,Medium,0
Prepaid,Fashion,Silver,Tier2,Afternoon,1005.64,1,1,4,0.73,1,0,5.0,Medium,0
Prepaid,Books,Silver,Metro,Evening,3809.42,1,5,2,0.39,1,0,3.1,High,0
Prepaid,Electronics,Bronze,Tier1,Morning,1703.39,1,4,3,0.71,1,0,3.5,Medium,1
Prepaid,Toys,Gold,Tier1,Evening,1869.26,1,1,4,0.79,1,0,4.0,Medium,0
Prepaid,Beauty,Gold,Metro,Afternoon,1027.25,2,4,3,0.41,1,0,3.5,High,0
Prepaid,Fashion,Silver,Tier2,Evening,1537.07,1,3,2,0.42,1,0,4.5,High,0
Card,Fashion,Gold,Metro,Evening,3686.12,2,5,6,0.99,1,0,2.7,Low,1
COD,Sports,Silver,Tier2,Morning,1056.61,1,4,4,0.49,1,0,4.4,High,0
COD,Sports,Bronze,Tier2,Evening,1419.25,3,3,6,0.22,1,1,3.1,High,1
Card,Electronics,Bronze,Tier2,Evening,525.53,1,1,2,0.34,0,1,4.2,Medium,0
UPI,Fashion,Silver,Tier2,Morning,1262.95,2,1,5,0.8,1,0,4.5,High,1
Prepaid,Beauty,Silver,Metro,Afternoon,2248.19,1,1,6,0.74,1,0,4.5,Medium,1
Prepaid,Electronics,Gold,Tier2,Evening,1459.06,3,1,5,0.87,0,1,4.1,Medium,1
COD,Books,Silver,Tier2,Afternoon,1914.02,2,4,6,0.73,0,0,4.4,High,1
COD,Electronics,Silver,Tier2,Afternoon,1393.76,2,5,2,0.69,1,0,4.3,High,0
Prepaid,Electronics,Bronze,Metro,Afternoon,3652.14,2,3,3,0.77,1,0,2.5,Medium,0
COD,Books,Silver,Tier1,Morning,1071.56,3,3,3,0.92,1,1,4.0,High,1
Prepaid,Toys,Silver,Tier1,Afternoon,1503.78,2,2,5,0.78,1,1,3.3,Low,0
COD,Sports,Bronze,Tier2,Evening,2350.69,2,1,10,0.29,0,0,3.7,Medium,0
Card,Beauty,Bronze,Tier2,Afternoon,1363.48,1,5,4,0.84,1,0,4.1,Medium,0
Card,Toys,Bronze,Tier2,Afternoon,1737.39,2,4,7,0.99,1,1,4.8,High,0
Prepaid,Toys,Silver,Tier2,Afternoon,2043.73,2,5,7,0.2,1,0,4.2,Medium,0
Prepaid,Toys,Silver,Metro,Evening,2510.53,1,5,6,0.59,1,0,3.5,High,0
COD,Sports,Bronze,Rural,Afternoon,1284.82,2,2,4,0.23,1,0,3.5,Low,0
UPI,Home,Silver,Tier1,Afternoon,1539.32,2,3,3,0.96,1,0,3.3,High,0
Prepaid,Sports,Gold,Metro,Afternoon,1925.64,1,4,2,0.97,0,0,4.1,Medium,0
COD,Toys,Bronze,Tier2,Morning,2525.87,1,3,4,0.7,0,0,4.2,High,0
Card,Home,Silver,Tier1,Evening,1359.99,2,1,6,0.61,1,0,4.8,Medium,0
UPI,Books,Bronze,Metro,Morning,1328.44,1,5,4,0.23,1,0,2.8,Medium,0
Card,Sports,Bronze,Tier2,Evening,1640.99,2,3,1,0.97,1,0,4.9,Low,0
Prepaid,Beauty,Bronze,Rural,Afternoon,863.42,1,1,6,0.98,1,0,3.8,Low,0
Prepaid,Toys,Gold,Tier1,Evening,944.71,2,4,2,0.79,1,0,4.2,High,1
COD,Fashion,Bronze,Tier1,Evening,1700.25,1,5,3,0.22,1,1,4.2,Medium,1
Card,Books,Bronze,Metro,Evening,1876.8,1,2,3,0.84,0,1,2.9,High,0
UPI,Home,Bronze,Rural,Evening,3249.63,2,4,3,0.65,1,0,4.2,Medium,0
COD,Sports,Silver,Tier1,Morning,514.44,1,3,5,0.98,0,1,3.0,Medium,1
COD,Beauty,Gold,Metro,Evening,1017.37,2,5,8,0.75,1,0,3.4,Low,1
COD,Electronics,Bronze,Tier1,Morning,1419.58,1,4,2,0.96,1,0,4.7,High,1
UPI,Beauty,Silver,Metro,Morning,2084.69,3,4,4,0.28,0,0,4.6,High,0
Card,Beauty,Silver,Metro,Afternoon,1289.06,1,5,5,0.8,1,0,4.2,High,1
COD,Toys,Silver,Metro,Evening,2037.91,1,5,4,0.91,1,0,2.9,Low,1
Prepaid,Toys,Silver,Metro,Afternoon,4484.69,2,2,3,0.71,1,0,3.0,Medium,0
COD,Sports,Bronze,Metro,Evening,1388.24,3,5,3,0.63,0,1,4.2,Low,1
Card,Sports,Silver,Rural,Morning,1310.76,2,4,4,0.82,0,1,3.2,High,1
UPI,Home,Bronze,Rural,Morning,1235.55,1,4,4,0.88,1,0,3.2,High,0
UPI,Sports,Gold,Tier1,Morning,2214.34,1,5,10,0.7,1,0,3.0,High,0
Prepaid,Home,Silver,Tier2,Evening,2269.69,2,3,4,0.79,1,0,3.5,Medium,0
COD,Toys,Silver,Tier2,Evening,933.76,3,5,7,0.52,1,0,2.8,Medium,1
COD,Toys,Bronze,Tier1,Evening,737.78,1,4,8,0.48,0,0,4.3,Medium,0
COD,Fashion,Silver,Tier1,Evening,1955.99,1,3,3,0.36,1,0,2.5,High,0
UPI,Fashion,Silver,Tier2,Evening,1576.61,1,5,3,0.7,1,0,2.6,Medium,0
UPI,Books,Bronze,Tier1,Afternoon,1421.35,1,1,8,0.85,0,0,4.5,Medium,1
Card,Toys,Bronze,Tier2,Evening,466.06,1,4,4,0.73,1,0,2.8,Medium,0
Card,Electronics,Silver,Tier1,Afternoon,1575.62,1,1,3,0.51,0,0,4.6,High,0
Prepaid,Fashion,Silver,Tier1,Evening,2920.07,2,2,3,0.99,1,1,2.5,Medium,0
UPI,Home,Silver,Tier2,Evening,2628.63,1,2,1,0.2,1,1,2.9,Medium,0
Card,Beauty,Silver,Tier2,Evening,1537.02,3,5,3,0.45,1,1,3.7,Medium,0
UPI,Sports,Gold,Rural,Evening,1461.08,2,4,5,0.97,1,1,3.5,High,0
COD,Sports,Bronze,Tier2,Morning,933.75,1,3,3,0.51,1,0,3.7,High,1
Prepaid,Books,Bronze,Metro,Morning,1379.36,2,4,3,0.7,0,0,5.0,High,0
COD,Fashion,Silver,Tier2,Afternoon,1757.71,3,5,2,0.39,1,0,4.0,Medium,0
Card,Beauty,Silver,Tier2,Afternoon,3560.05,1,4,6,0.75,1,1,2.9,High,0
Prepaid,Beauty,Bronze,Tier2,Evening,2635.41,2,1,5,0.72,0,0,3.0,High,0
COD,Fashion,Silver,Tier1,Evening,437.14,1,5,7,0.69,0,0,4.5,Medium,0
Prepaid,Electronics,Bronze,Metro,Evening,1202.23,1,4,1,0.5,0,0,3.3,Low,0
Prepaid,Electronics,Gold,Rural,Evening,3754.43,2,3,7,0.97,0,0,4.0,Medium,1
COD,Books,Silver,Rural,Morning,616.68,2,4,4,0.71,1,0,3.5,High,0
COD,Electronics,Bronze,Tier1,Afternoon,1027.17,2,4,2,0.27,0,0,2.7,Medium,0
Prepaid,Books,Silver,Metro,Afternoon,1893.39,3,3,3,0.79,0,0,5.0,High,1
Prepaid,Home,Silver,Tier2,Afternoon,925.83,2,4,2,0.46,1,0,3.5,Low,0
UPI,Fashion,Bronze,Tier1,Morning,1002.76,3,4,3,0.46,1,0,2.8,Low,0
Prepaid,Beauty,Bronze,Tier1,Evening,1331.35,2,5,3,0.38,0,1,4.6,High,0
UPI,Books,Bronze,Tier2,Morning,2828.72,1,3,4,0.72,0,0,3.7,Low,1
Prepaid,Sports,Silver,Tier2,Morning,1566.63,2,4,3,0.96,1,1,2.8,High,0
Prepaid,Electronics,Silver,Metro,Afternoon,2561.78,1,3,4,0.85,0,1,3.9,Medium,0
UPI,Sports,Bronze,Tier2,Morning,1978.26,1,3,5,0.94,1,0,4.4,Medium,0
COD,Books,Bronze,Tier2,Afternoon,1501.98,1,4,5,0.94,1,0,3.3,Medium,0
COD,Toys,Bronze,Tier2,Morning,667.64,2,4,7,0.2,1,1,3.8,Low,1
COD,Books,Bronze,Tier1,Afternoon,636.34,2,4,3,0.7,1,0,4.7,Low,1
UPI,Electronics,Gold,Metro,Afternoon,1349.29,3,2,5,0.94,1,0,3.4,Medium,1
Prepaid,Toys,Bronze,Metro,Evening,1427.59,3,5,2,0.64,1,0,4.8,Low,0
